505  -21 1 2 0 0     3.46574     4.14313
505  -17 1 3 0 0     3.25810     4.07754
507   -1 1 0 1 1     3.13549     4.00733
507   -2 1 1 1 1     3.61092     4.77068
507   -3 1 2 1 1     3.43399     4.63473
507   -8 1 3 1 1     3.17805     3.97029
603  -10 1 0 1 0     4.60517     4.65396
603   -8 1 1 1 0     4.60517     4.65396
603  -17 1 2 1 0     5.00395     4.89784
603  -15 1 3 1 0     5.00395     4.89784
604  -14 1 0 1 0     3.25810     4.93447
604  -22 1 1 1 0     3.25810     4.93447
604  -20 1 2 1 0     3.25810     4.93447
606   -7 1 0 1 1     3.82864     5.27811
606   -7 1 1 1 1     3.87120     5.66643
606  -16 1 2 1 1     4.09434     5.68017
606  -18 1 3 1 1     4.09434     5.68017
607    0 1 0 1 1     3.29584     5.65249
607   -3 1 1 1 1     4.12713     6.19032
607  -10 1 2 1 1     3.85015     6.05444
607  -26 1 3 1 1     3.63759     5.74300
608  -10 1 0 1 0     3.61092     4.29046
608  -12 1 1 1 0     3.76120     4.35671
608  -21 1 2 1 0     3.82864     4.56435
608  -20 1 3 1 0     3.55535     4.34381
609   -3 1 0 1 1     3.55535     4.20469
609  -11 1 1 1 1     4.15888     4.53260
609  -10 1 2 1 1     4.23411     4.51086
609  -23 1 3 1 1     4.12713     4.43082
610   -1 1 0 1 1     4.57471     5.88888
610  -11 1 1 1 1     4.63473     6.16331
610  -23 1 3 1 1     4.91265     6.20658
302   -2 1 0 1 1     4.23411     4.57471
302  -10 1 1 1 1     4.47734     4.92725
302   -9 1 2 1 1     4.41884     4.64439
302   -6 1 3 1 1     4.38203     4.66344
303   -8 1 0 0 0     5.43372     5.14166
303   -7 1 1 0 0     5.34233     5.55296
303  -11 1 2 0 0     5.42053     5.65948
303  -16 1 3 0 0     4.20469     5.71373
304    8 1 0 0 1     3.76120     3.36730
304   -9 1 2 0 1     3.93183     4.09434
304    3 1 3 0 1     4.26268     3.36730
305   -4 1 0 0 0     3.76120     4.57471
305   -8 1 1 0 0     3.63759     4.63473
305  -14 1 2 0 0     3.89182     4.72739
305  -18 1 3 0 0     4.04305     4.70953
308   -4 1 0 1 0     3.49651     3.89182
308   -5 1 1 1 0     3.71357     4.12713
308  -10 1 2 1 0     3.40120     4.20469
308  -11 1 3 1 0     3.63759     3.89182
309   -6 1 0 1 0     4.27667     5.12396
309   -3 1 1 1 0     4.18965     5.42053
309   -2 1 2 1 0     4.26268     4.84419
309  -11 1 3 1 0     3.58352     5.30330
310  -13 1 0 1 1     4.59512     5.19296
310  -17 1 1 1 1     4.36945     5.15906
310  -18 1 2 1 1     3.93183     4.40672
311    1 1 0 1 1     3.49651     4.29046
311   -3 1 1 1 1     3.33220     4.72739
311   -5 1 3 1 1     3.49651     4.71850
312    1 1 0 1 1     5.32301     4.46591
312    0 1 1 1 1     5.50939     4.81218
312    0 1 2 1 1     5.37990     4.91998
312  -11 1 3 1 1     5.34233     4.79579
313  -11 1 0 1 0     3.43399     5.62762
313  -10 1 1 1 0     3.58352     5.89164
313  -10 1 2 1 0     3.46574     6.32436
313  -13 1 3 1 0     3.71357     6.14204
315  -10 1 0 1 1     3.89182     5.04343
315  -14 1 1 1 1     3.95124     5.31812
315  -22 1 2 1 1     4.12713     5.41610
316   -9 1 0 1 1     4.53260     4.15888
316   -6 1 1 1 1     4.67283     4.17439
316   -9 1 2 1 1     4.69135     4.23411
316   -8 1 3 1 1     4.67283     4.20469
318    2 1 0 0 1     3.13549     3.36730
318    4 1 1 0 1     2.63906     3.49651
318    0 1 2 0 1     2.70805     3.76120
318   -6 1 3 0 1     3.13549     3.76120
319  -14 1 0 1 1     4.31749     5.60212
319  -10 1 1 1 1     4.00733     5.77144
319  -11 1 2 1 1     4.21951     5.83481
319  -12 1 3 1 1     4.12713     5.63479
322   -3 1 0 1 1     3.85015     3.97029
322    4 1 1 1 1     4.06044     4.57471
322    6 1 2 1 1     4.40672     4.75359
327   -2 1 0 1 0     3.33220     3.63759
327   -9 1 1 1 0     3.68888     3.66356
327    2 1 2 1 0     3.33220     3.13549
327    0 1 3 1 0     3.68888     3.66356
328    6 1 0 1 0     4.11087     4.34381
328    4 1 1 1 0     3.91202     4.87520
328    6 1 2 1 0     3.73767     4.51086
328    7 1 3 1 0     4.24850     4.88280
331   -1 1 0 1 0     4.47734     4.97673
331   -3 1 1 1 0     4.57471     5.18178
331   -5 1 2 1 0     4.43082     5.06890
331   -9 1 3 1 0     4.52179     4.89784
333   -2 1 0 1 0     3.61092     4.39445
333   -3 1 1 1 0     3.66356     4.64439
333    1 1 2 1 0     3.52636     4.61512
333   -9 1 3 1 0     3.49651     4.70048
334  -24 1 1 0 0     4.65396     6.28972
334  -23 1 2 0 0     4.69135     6.06379
334  -20 1 3 0 0     4.91998     4.77068
335   -3 1 0 1 0     4.65396     3.09104
335   -6 1 1 1 0     4.67283     2.89037
335   -9 1 2 1 0     4.85203     3.13549
335  -11 1 3 1 0     4.77912     2.77259
337   -4 1 0 1 0     3.61092     4.48864
337   -6 1 1 1 0     4.09434     4.89035
337  -15 1 2 1 0     3.91202     4.86753
337  -14 1 3 1 0     3.76120     4.55388
338    0 1 0 0 0     3.89182     4.66344
338    1 1 1 0 0     3.98898     4.94164
338   -3 1 2 0 0     3.68888     4.77912
338   -4 1 3 0 0     3.97029     4.77912
339  -13 1 0 0 1     4.79579     6.15060
339  -15 1 1 0 1     4.79579     6.15060
339  -16 1 2 0 1     4.70953     6.22851
339  -15 1 3 0 1     4.79579     6.22059
344   -9 1 0 1 1     4.34381     4.91265
344   -8 1 1 1 1     4.18965     5.17048
344   -8 1 2 1 1     4.14313     4.93447
344   -3 1 3 1 1     4.23411     5.17048
345   -2 1 0 1 0     3.55535     3.87120
345   -7 1 1 1 0     3.40120     3.89182
345   -7 1 2 1 0     3.49651     3.95124
345   -6 1 3 1 0     3.58352     3.95124
346   -6 1 0 1 1     3.33220     3.97029
346   -2 1 1 1 1     3.33220     3.97029
346  -11 1 2 1 1     3.33220     3.97029
346   -4 1 3 1 1     3.25810     3.95124
347   -4 1 0 1 1     4.17439     4.95583
347   -8 1 1 1 1     4.40672     4.95583
347  -10 1 2 1 1     4.31749     5.23111
348  -12 1 0 1 0     3.17805     4.04305
348  -11 1 1 1 0     3.40120     4.51086
348  -12 1 2 1 0     3.55535     4.77912
348  -19 1 3 1 0     3.63759     4.85981
349   -2 1 0 0 1     1.60944     3.78419
349   -5 1 1 0 1     1.79176     3.89182
349   -8 1 2 0 1     1.94591     4.00733
349   -4 1 3 0 1     1.94591     4.14313
350  -10 1 0 1 0     3.04452     4.11087
350   -6 1 1 1 0     3.25810     4.26268
350  -12 1 2 1 0     2.83321     4.04305
350   -6 1 3 1 0     3.13549     4.17439
351   -7 1 0 0 1     3.04452     4.20469
351  -10 1 1 0 1     3.21888     4.36945
351  -18 1 2 0 1     3.76120     4.58497
351  -19 1 3 0 1     3.49651     4.20469
352   -3 1 0 1 1     3.21888     4.41884
352   -6 1 1 1 1     3.29584     4.89784
352   -3 1 2 1 1     3.25810     4.70953
352   -2 1 3 1 1     3.36730     4.69135
353   -3 1 0 0 1     4.23411     6.05678
353   -5 1 1 0 1     4.26268     6.27852
353  -11 1 2 0 1     4.04305     6.29895
353  -16 1 3 0 1     3.43399     5.96358
354   -1 1 0 0 1     4.53260     4.00733
354   -2 1 1 0 1     4.69135     4.18965
354   -5 1 2 0 1     4.36945     4.07754
355   -2 1 0 1 1     4.51086     4.53260
355   -9 1 1 1 1     4.82831     4.89035
355  -12 1 2 1 1     4.73620     5.12990
355  -15 1 3 1 1     4.51086     5.11199
357   -3 1 0 0 1     3.76120     5.18178
357   -2 1 1 0 1     3.63759     5.12396
357   -8 1 2 0 1     3.76120     5.18178
357   -8 1 3 0 1     3.55535     5.43372
360    6 1 0 0 1     3.89182     4.41884
360    8 1 1 0 1     3.73767     4.83628
360    7 1 2 0 1     3.85015     4.96284
360   12 1 3 0 1     3.63759     4.84419
361  -19 1 0 1 1     4.20469     3.78419
361  -22 1 1 1 1     4.58497     4.23411
361  -23 1 2 1 1     4.38203     4.18965
361  -11 1 3 1 1     4.62497     4.18965
